id|name|age|gender|address|email|contact_no
std0310|Kriti Bhandari|20|Female|Birgunj|kriti.bhandari274@college.edu.np|9887605523
std0311|Bibek Pandey|19|Male|Makwanpur|bibek.pandey175@college.edu.np|9891600601
std0312|Sanjay Luitel|19|Male|Nuwakot|sanjay.luitel362@college.edu.np|9881798896
std0313|Naresh Upreti|21|Male|Nuwakot|naresh.upreti2@college.edu.np|9815374470
std0314|Durga Gautam|25|Female|Birgunj|durga.gautam591@college.edu.np|9856653084
std0315|Kedar Ojha|17|Male|Damak|kedar.ojha731@college.edu.np|9873971013
std0316|Garima Limbu|25|Female|Mustang|garima.limbu774@college.edu.np|9860632810
std0317|Manish Tiwari|19|Male|Damak|manish.tiwari65@college.edu.np|9842890035
std0318|Jyoti Koirala|24|Female|Nuwakot|jyoti.koirala960@college.edu.np|9886485364
std0319|Sita Tamang|24|Female|Bhaktapur|sita.tamang486@college.edu.np|9898417448
std0320|Sagar Yadav|17|Male|Gorkha|sagar.yadav649@college.edu.np|9852793209
std0321|Tilak Regmi|25|Male|Dang|tilak.regmi686@college.edu.np|9843864404
std0322|Barsha Bhattarai|19|Female|Pokhara|barsha.bhattarai985@college.edu.np|9842549269
std0323|Vijay Luitel|20|Male|Solukhumbu|vijay.luitel600@college.edu.np|9871728397
std0324|Hari Gurung|24|Male|Gorkha|hari.gurung197@college.edu.np|9853267908
std0325|Prakash Thapa|21|Male|Damak|prakash.thapa881@college.edu.np|9864661094
std0326|Yamuna Thapa|21|Female|Mustang|yamuna.thapa953@college.edu.np|9897207607
std0327|Bimal Tiwari|23|Male|Biratnagar|bimal.tiwari636@college.edu.np|9827393026
std0328|Kiran Ojha|19|Male|Taplejung|kiran.ojha362@college.edu.np|9838578762
std0329|Sabita Yadav|19|Female|Banke|sabita.yadav752@college.edu.np|9828845888
std0330|Lina Limbu|23|Female|Makwanpur|lina.limbu718@college.edu.np|9863837193
std0331|Pooja Upreti|24|Female|Pokhara|pooja.upreti460@college.edu.np|9868669797
std0332|Mukesh Magar|22|Male|Jumla|mukesh.magar734@college.edu.np|9854103410
std0333|Shyam Oli|20|Male|Lalitpur|shyam.oli623@college.edu.np|9816580731
std0334|Rohan Sharma|20|Male|Taplejung|rohan.sharma803@college.edu.np|9884984740
std0335|Bibek Shrestha|21|Male|Gorkha|bibek.shrestha466@college.edu.np|9881500045
std0336|Heera Subedi|21|Female|Dharan|heera.subedi122@college.edu.np|9888305056
std0337|Anil Ghimire|24|Male|Taplejung|anil.ghimire951@college.edu.np|9833477984
std0338|Padam Aryal|22|Male|Dang|padam.aryal388@college.edu.np|9821760558
std0339|Champa Aryal|18|Female|Jumla|champa.aryal490@college.edu.np|9852918592
std0340|Raju Shrestha|21|Male|Mustang|raju.shrestha8@college.edu.np|9849422052
std0341|Deepak Upreti|25|Male|Mustang|deepak.upreti916@college.edu.np|9816258024
std0342|Thamu Shrestha|20|Female|Hetauda|thamu.shrestha905@college.edu.np|9867199132
std0343|Thamu Hamal|23|Female|Birgunj|thamu.hamal841@college.edu.np|9813036008
std0344|Dhan Bhattarai|17|Male|Pokhara|dhan.bhattarai153@college.edu.np|9878167781
std0345|Suresh Adhikari|20|Male|Makwanpur|suresh.adhikari950@college.edu.np|9846870287
std0346|Govind Rai|18|Male|Hetauda|govind.rai614@college.edu.np|9815168033
std0347|Alisha Pandey|23|Female|Kathmandu|alisha.pandey899@college.edu.np|9833581518
std0348|Rabin Joshi|19|Male|Butwal|rabin.joshi702@college.edu.np|9881490815
std0349|Yamuna Ghimire|22|Female|Solukhumbu|yamuna.ghimire314@college.edu.np|9847533397
std0350|Shreya Sapkota|19|Female|Lalitpur|shreya.sapkota405@college.edu.np|9840482500
std0351|Om Gurung|17|Male|Sindhupalchok|om.gurung208@college.edu.np|9814868184
std0352|Sarita Wagle|21|Female|Sindhupalchok|sarita.wagle411@college.edu.np|9834286185
std0353|Nisha Luitel|17|Female|Kavre|nisha.luitel252@college.edu.np|9823513575
std0354|Ramesh Upreti|23|Male|Itahari|ramesh.upreti810@college.edu.np|9810615509
std0355|Lina Upreti|21|Female|Makwanpur|lina.upreti440@college.edu.np|9835033230
std0356|Kamala Magar|23|Female|Pokhara|kamala.magar8@college.edu.np|9864314144
std0357|Wangmo Dhakal|23|Female|Kathmandu|wangmo.dhakal839@college.edu.np|9873718911
std0358|Sunita Karki|19|Female|Damak|sunita.karki316@college.edu.np|9839881883
std0359|Padma Khadka|25|Female|Jumla|padma.khadka364@college.edu.np|9880090510
std0360|Ishwori Gurung|23|Female|Hetauda|ishwori.gurung784@college.edu.np|9863991241
std0361|Samir Karki|18|Male|Solukhumbu|samir.karki389@college.edu.np|9894880769
std0362|Vijay Upreti|21|Male|Hetauda|vijay.upreti621@college.edu.np|9894732090
std0363|Anjali Luitel|21|Female|Kathmandu|anjali.luitel868@college.edu.np|9889962054
std0364|Shreya Regmi|22|Female|Pokhara|shreya.regmi428@college.edu.np|9812673471
std0365|Manju Prasad|24|Female|Gorkha|manju.prasad424@college.edu.np|9865363098
std0366|Aarav Yadav|18|Male|Itahari|aarav.yadav50@college.edu.np|9870337706
std0367|Binita Neupane|18|Female|Jumla|binita.neupane57@college.edu.np|9836905774
std0368|Kamal Aryal|20|Male|Banke|kamal.aryal656@college.edu.np|9841571313
std0369|Priya Tamang|20|Female|Banke|priya.tamang386@college.edu.np|9843267612
std0370|Chanda Yadav|18|Female|Makwanpur|chanda.yadav451@college.edu.np|9871262352
std0371|Bikash Rijal|23|Male|Kavre|bikash.rijal710@college.edu.np|9815694257
std0372|Prabhat Shrestha|25|Male|Nuwakot|prabhat.shrestha24@college.edu.np|9866333232
std0373|Padam Karki|18|Male|Kavre|padam.karki800@college.edu.np|9818678088
std0374|Pramila Bhattarai|21|Female|Kathmandu|pramila.bhattarai854@college.edu.np|9823195286
std0375|Farmila Bhandari|25|Female|Birgunj|farmila.bhandari361@college.edu.np|9832293147
std0376|Kedar Acharya|18|Male|Banke|kedar.acharya164@college.edu.np|9837390967
std0377|Mukesh Koirala|18|Male|Butwal|mukesh.koirala246@college.edu.np|9854653682
std0378|Dipesh Oli|18|Male|Taplejung|dipesh.oli741@college.edu.np|9897056148
std0379|Champa Hamal|25|Female|Nepalgunj|champa.hamal614@college.edu.np|9899916900
std0380|Jagat Neupane|25|Male|Butwal|jagat.neupane340@college.edu.np|9876101887
std0381|Pramila Neupane|23|Female|Taplejung|pramila.neupane26@college.edu.np|9856129134
std0382|Biraj Koirala|17|Male|Kathmandu|biraj.koirala252@college.edu.np|9834525614
std0383|Pradeep Yadav|22|Male|Butwal|pradeep.yadav510@college.edu.np|9857374090
std0384|Babita Hamal|20|Female|Dang|babita.hamal920@college.edu.np|9888643936
std0385|Rabin Ojha|21|Male|Biratnagar|rabin.ojha26@college.edu.np|9816275847
std0386|Suman Sharma|23|Male|Makwanpur|suman.sharma207@college.edu.np|9840652787
std0387|Dipak Tiwari|22|Male|Birgunj|dipak.tiwari643@college.edu.np|9835970819
std0388|Kamala Upreti|24|Female|Dang|kamala.upreti248@college.edu.np|9861633389
std0389|Hasina Acharya|18|Female|Dang|hasina.acharya924@college.edu.np|9857057747
std0390|Sunil Basnet|17|Male|Damak|sunil.basnet460@college.edu.np|9822737830
std0391|Govind Regmi|18|Male|Pokhara|govind.regmi215@college.edu.np|9838100639
std0392|Vasana Gurung|19|Female|Nuwakot|vasana.gurung300@college.edu.np|9836935083
std0393|Rita Koirala|21|Female|Mustang|rita.koirala287@college.edu.np|9868427097
std0394|Bishal Chaudhary|24|Male|Nepalgunj|bishal.chaudhary584@college.edu.np|9815408523
std0395|Hasina Karki|19|Female|Taplejung|hasina.karki970@college.edu.np|9841248340
std0396|Saroj Luitel|20|Male|Bhaktapur|saroj.luitel723@college.edu.np|9851455772
std0397|Bimal Gautam|25|Male|Dang|bimal.gautam482@college.edu.np|9893359378
std0398|Laxman Baral|19|Male|Makwanpur|laxman.baral441@college.edu.np|9887656462
std0399|Priya Gautam|17|Female|Dharan|priya.gautam350@college.edu.np|9849210329
std0400|Laxmi Tamang|18|Female|Nepalgunj|laxmi.tamang146@college.edu.np|9846268210
std0401|Thamu Luitel|19|Female|Itahari|thamu.luitel626@college.edu.np|9841948762
std0402|Binita Subedi|20|Female|Butwal|binita.subedi528@college.edu.np|9892367018
std0403|Bibek Oli|20|Male|Janakpur|bibek.oli774@college.edu.np|9886396865
std0404|Rajesh Chaudhary|17|Male|Butwal|rajesh.chaudhary718@college.edu.np|9841869352
std0405|Ishwor Dhakal|18|Male|Bhaktapur|ishwor.dhakal47@college.edu.np|9867510238
std0406|Yamuna Hamal|25|Female|Birgunj|yamuna.hamal769@college.edu.np|9876067510
std0407|Barsha Yadav|23|Female|Dharan|barsha.yadav243@college.edu.np|9852316894
std0408|Samir Subedi|25|Male|Nepalgunj|samir.subedi87@college.edu.np|9847322545
std0409|Bijay Upreti|25|Male|Pokhara|bijay.upreti865@college.edu.np|9890542182
std0410|Jagat Limbu|18|Male|Pokhara|jagat.limbu192@college.edu.np|9839376860
std0411|Dipesh Sharma|22|Male|Birgunj|dipesh.sharma140@college.edu.np|9835013380
std0412|Manish Regmi|25|Male|Hetauda|manish.regmi126@college.edu.np|9830635969
std0413|Priya Thapa|25|Female|Nuwakot|priya.thapa246@college.edu.np|9860369378
std0414|Uma Bhattarai|17|Female|Kavre|uma.bhattarai285@college.edu.np|9852514135
std0415|Rita Ojha|19|Female|Itahari|rita.ojha953@college.edu.np|9865095283
std0416|Om Neupane|19|Male|Banke|om.neupane959@college.edu.np|9872703778
std0417|Binita Limbu|20|Female|Kavre|binita.limbu244@college.edu.np|9845079044
std0418|Namrata Upreti|17|Female|Dharan|namrata.upreti471@college.edu.np|9829347089
std0419|Gokul Acharya|24|Male|Banke|gokul.acharya332@college.edu.np|9887738065
std0420|Jagat Acharya|25|Male|Makwanpur|jagat.acharya73@college.edu.np|9885292363
std0421|Radha Poudel|24|Female|Lalitpur|radha.poudel54@college.edu.np|9883158783
std0422|Bikash Baral|17|Male|Banke|bikash.baral77@college.edu.np|9893636238
std0423|Aarav Vaidya|18|Male|Dharan|aarav.vaidya144@college.edu.np|9861168604
std0424|Rita Bhattarai|18|Female|Dang|rita.bhattarai870@college.edu.np|9867734685
std0425|Garima Prasad|18|Female|Itahari|garima.prasad414@college.edu.np|9855657460
std0426|Yogesh Adhikari|21|Male|Kavre|yogesh.adhikari880@college.edu.np|9899926620
std0427|Urmila Sapkota|24|Female|Mustang|urmila.sapkota829@college.edu.np|9820365887
std0428|Dinesh Bhandari|24|Male|Kavre|dinesh.bhandari87@college.edu.np|9876813416
std0429|Binod Oli|17|Male|Nepalgunj|binod.oli640@college.edu.np|9812478267
std0430|Vasana Shrestha|25|Female|Solukhumbu|vasana.shrestha26@college.edu.np|9812097946
std0431|Kamala Wagle|21|Female|Janakpur|kamala.wagle369@college.edu.np|9881679927
std0432|Shreya Acharya|22|Female|Jumla|shreya.acharya409@college.edu.np|9843478880
std0433|Jamuna Upreti|18|Female|Makwanpur|jamuna.upreti641@college.edu.np|9853808874
std0434|Subash Bhattarai|22|Male|Lalitpur|subash.bhattarai436@college.edu.np|9873964842
std0435|Rekha Gurung|19|Female|Birgunj|rekha.gurung539@college.edu.np|9842136178
std0436|Hira Poudel|23|Female|Biratnagar|hira.poudel639@college.edu.np|9815432097
std0437|Aarti Adhikari|19|Female|Pokhara|aarti.adhikari359@college.edu.np|9889726880
std0438|Sarita Tiwari|18|Female|Mustang|sarita.tiwari976@college.edu.np|9815466035
std0439|Tanka Poudel|25|Male|Taplejung|tanka.poudel750@college.edu.np|9898504186
std0440|Jamuna Gurung|20|Female|Birgunj|jamuna.gurung630@college.edu.np|9844601886
std0441|Tara Chaudhary|25|Female|Birgunj|tara.chaudhary671@college.edu.np|9896634390
std0442|Om Rijal|22|Male|Solukhumbu|om.rijal559@college.edu.np|9884389996
std0443|Bimal Magar|18|Male|Birgunj|bimal.magar642@college.edu.np|9880453995
std0444|Indira Ojha|19|Female|Pokhara|indira.ojha416@college.edu.np|9841393122
std0445|Prabhat Dhakal|20|Male|Lalitpur|prabhat.dhakal46@college.edu.np|9885033496
std0446|Samir Shrestha|21|Male|Dharan|samir.shrestha125@college.edu.np|9817205244
std0447|Ganesh Wagle|20|Male|Lalitpur|ganesh.wagle888@college.edu.np|9851522264
std0448|Rajesh Pandey|20|Male|Itahari|rajesh.pandey756@college.edu.np|9894911827
std0449|Nirmala Tamang|19|Female|Chitwan|nirmala.tamang602@college.edu.np|9877578960
std0450|Om Sharma|17|Male|Jumla|om.sharma359@college.edu.np|9843731583
std0451|Mina Magar|17|Female|Mustang|mina.magar240@college.edu.np|9817481586
std0452|Prabhat Tamang|18|Male|Nuwakot|prabhat.tamang937@college.edu.np|9856003313
std0453|Pooja Tiwari|22|Female|Taplejung|pooja.tiwari976@college.edu.np|9816482095
std0454|Vandana Aryal|17|Female|Jumla|vandana.aryal20@college.edu.np|9810426266
std0455|Urmila Adhikari|21|Female|Nepalgunj|urmila.adhikari453@college.edu.np|9898426049
std0456|Rakesh Luitel|24|Male|Janakpur|rakesh.luitel443@college.edu.np|9844612189
std0457|Laxmi Pandey|20|Female|Bhaktapur|laxmi.pandey948@college.edu.np|9839148697
std0458|Samir Joshi|18|Male|Jumla|samir.joshi23@college.edu.np|9862284566
std0459|Shreya Luitel|17|Female|Hetauda|shreya.luitel688@college.edu.np|9897646841
std0460|Radha Prasad|22|Female|Makwanpur|radha.prasad115@college.edu.np|9862314163
std0461|Govind Subedi|18|Male|Chitwan|govind.subedi970@college.edu.np|9846910950
std0462|Om Thapa|18|Male|Kathmandu|om.thapa576@college.edu.np|9834618886
std0463|Durga Sharma|19|Female|Kathmandu|durga.sharma983@college.edu.np|9898420351
std0464|Dinesh Thapa|24|Male|Pokhara|dinesh.thapa404@college.edu.np|9822324168
std0465|Shyam Gautam|25|Male|Makwanpur|shyam.gautam988@college.edu.np|9859754161
std0466|Durga Hamal|21|Female|Makwanpur|durga.hamal303@college.edu.np|9869954285
std0467|Govind Oli|25|Male|Kathmandu|govind.oli309@college.edu.np|9818133622
std0468|Santosh Adhikari|17|Male|Nepalgunj|santosh.adhikari91@college.edu.np|9873489775
std0469|Uma Thapa|23|Female|Dharan|uma.thapa329@college.edu.np|9883559910
std0470|Gokul Oli|25|Male|Nuwakot|gokul.oli666@college.edu.np|9895890797
std0471|Babita Sharma|23|Female|Dharan|babita.sharma505@college.edu.np|9844830201
std0472|Parbati Hamal|20|Female|Janakpur|parbati.hamal488@college.edu.np|9893240153
std0473|Pooja Joshi|22|Female|Kathmandu|pooja.joshi298@college.edu.np|9868732295
std0474|Biraj Rai|19|Male|Nuwakot|biraj.rai861@college.edu.np|9870787249
std0475|Rupa Ojha|21|Female|Nepalgunj|rupa.ojha740@college.edu.np|9822084065
std0476|Yamuna Sapkota|25|Female|Nepalgunj|yamuna.sapkota198@college.edu.np|9810532589
std0477|Mamata Bhandari|23|Female|Jumla|mamata.bhandari185@college.edu.np|9859972552
std0478|Padma Thapa|17|Female|Pokhara|padma.thapa815@college.edu.np|9864487774
std0479|Hira Tamang|22|Female|Hetauda|hira.tamang918@college.edu.np|9879872492
std0480|Sagar Karki|20|Male|Lalitpur|sagar.karki543@college.edu.np|9882086331
std0481|Manju Limbu|23|Female|Biratnagar|manju.limbu954@college.edu.np|9816951760
std0482|Sunita Basnet|19|Female|Lalitpur|sunita.basnet900@college.edu.np|9818233640
std0483|Kalpana Dhakal|19|Female|Taplejung|kalpana.dhakal536@college.edu.np|9870597729
std0484|Mahesh Yadav|17|Male|Dharan|mahesh.yadav455@college.edu.np|9813363831
std0485|Dipak Adhikari|21|Male|Mustang|dipak.adhikari237@college.edu.np|9824511549
std0486|Aarti Joshi|20|Female|Dang|aarti.joshi962@college.edu.np|9812250863
std0487|Aashish Chaudhary|23|Male|Makwanpur|aashish.chaudhary552@college.edu.np|9825089332
std0488|Garima Aryal|24|Female|Butwal|garima.aryal348@college.edu.np|9812190962
std0489|Kamala Luitel|21|Female|Taplejung|kamala.luitel54@college.edu.np|9882227869
std0490|Sagar Basnet|24|Male|Itahari|sagar.basnet74@college.edu.np|9864174903
std0491|Durga Ghimire|19|Female|Janakpur|durga.ghimire22@college.edu.np|9865729428
std0492|Anil Ojha|25|Male|Birgunj|anil.ojha507@college.edu.np|9869537051
std0493|Pramila Subedi|17|Female|Dharan|pramila.subedi961@college.edu.np|9864470404
std0494|Sushma Basnet|23|Female|Janakpur|sushma.basnet778@college.edu.np|9845139771
std0495|Babita Neupane|20|Female|Taplejung|babita.neupane744@college.edu.np|9891151042
std0496|Radha Magar|22|Female|Lalitpur|radha.magar520@college.edu.np|9842117813
std0497|Parbati Subedi|19|Female|Itahari|parbati.subedi803@college.edu.np|9831512735
std0498|Sabita Dhakal|18|Female|Kathmandu|sabita.dhakal432@college.edu.np|9856998540
std0499|Mahesh Tamang|19|Male|Chitwan|mahesh.tamang570@college.edu.np|9844096006
std0500|Aarti Wagle|23|Female|Pokhara|aarti.wagle844@college.edu.np|9817389643
std0501|Govind Bhandari|21|Male|Dang|govind.bhandari395@college.edu.np|9839348841
std0502|Hasina Shrestha|24|Female|Gorkha|hasina.shrestha92@college.edu.np|9838124387
std0503|Kopila Hamal|25|Female|Mustang|kopila.hamal306@college.edu.np|9831645866
std0504|Shyam Tiwari|18|Male|Gorkha|shyam.tiwari435@college.edu.np|9817050147
std0505|Binod Bhandari|18|Male|Nepalgunj|binod.bhandari336@college.edu.np|9851369660
std0506|Vijay Oli|23|Male|Nepalgunj|vijay.oli449@college.edu.np|9864931077
std0507|Mahesh Ojha|24|Male|Bhaktapur|mahesh.ojha35@college.edu.np|9836917878
std0508|Pooja Ghimire|20|Female|Birgunj|pooja.ghimire742@college.edu.np|9866338420
std0509|Aarav Adhikari|17|Male|Pokhara|aarav.adhikari737@college.edu.np|9854579116
std0510|Mukesh Rai|25|Male|Makwanpur|mukesh.rai672@college.edu.np|9877313788
std0511|Gokul Luitel|17|Male|Solukhumbu|gokul.luitel808@college.edu.np|9831038797
std0512|Nisha Ghimire|25|Female|Pokhara|nisha.ghimire544@college.edu.np|9884481961
std0513|Prabin Subedi|21|Male|Bhaktapur|prabin.subedi419@college.edu.np|9848801658
std0514|Laxman Upreti|25|Male|Janakpur|laxman.upreti82@college.edu.np|9843506927
std0515|Pramila Joshi|24|Female|Dharan|pramila.joshi545@college.edu.np|9824361376
std0516|Laxman Koirala|20|Male|Dang|laxman.koirala825@college.edu.np|9894904644
std0517|Zara Gurung|21|Female|Bhaktapur|zara.gurung294@college.edu.np|9829033453
std0518|Bijay Gautam|22|Male|Makwanpur|bijay.gautam933@college.edu.np|9868582698
std0519|Nirmala Bhandari|21|Female|Pokhara|nirmala.bhandari857@college.edu.np|9863397384
std0520|Suman Upreti|23|Male|Lalitpur|suman.upreti411@college.edu.np|9885777962
std0521|Saroj Gautam|25|Male|Nuwakot|saroj.gautam899@college.edu.np|9821639767
std0522|Hari Shrestha|19|Male|Chitwan|hari.shrestha827@college.edu.np|9873790218
std0523|Anil Gautam|24|Male|Chitwan|anil.gautam73@college.edu.np|9831862222
std0524|Anjali Basnet|25|Female|Damak|anjali.basnet904@college.edu.np|9868081865
std0525|Rakesh Adhikari|17|Male|Solukhumbu|rakesh.adhikari596@college.edu.np|9843751517
std0526|Nirmala Yadav|18|Female|Gorkha|nirmala.yadav115@college.edu.np|9884727712
std0527|Fulmaya Magar|17|Female|Damak|fulmaya.magar771@college.edu.np|9856903944
std0528|Dipesh Thapa|23|Male|Dharan|dipesh.thapa249@college.edu.np|9814493854
std0529|Pramila Prasad|22|Female|Lalitpur|pramila.prasad730@college.edu.np|9870554486
std0530|Ramesh Poudel|25|Male|Bhaktapur|ramesh.poudel161@college.edu.np|9840883952
std0531|Laxman Gurung|18|Male|Sindhupalchok|laxman.gurung97@college.edu.np|9840085688
std0532|Narayan Koirala|25|Male|Solukhumbu|narayan.koirala247@college.edu.np|9891655890
std0533|Priya Magar|24|Female|Butwal|priya.magar848@college.edu.np|9859414447
std0534|Nisha Khadka|19|Female|Nepalgunj|nisha.khadka680@college.edu.np|9879773180
std0535|Sanjay Sapkota|24|Male|Hetauda|sanjay.sapkota666@college.edu.np|9891945245
std0536|Padam Sapkota|24|Male|Itahari|padam.sapkota266@college.edu.np|9814063407
std0537|Sagar Magar|25|Male|Nepalgunj|sagar.magar467@college.edu.np|9813541608
std0538|Pawan Gautam|20|Male|Dharan|pawan.gautam644@college.edu.np|9861379052
std0539|Chanda Gautam|19|Female|Damak|chanda.gautam180@college.edu.np|9816409908
std0540|Namrata Baral|19|Female|Birgunj|namrata.baral800@college.edu.np|9856695680
std0541|Jagat Subedi|19|Male|Gorkha|jagat.subedi181@college.edu.np|9826913968
std0542|Nisha Sharma|24|Female|Solukhumbu|nisha.sharma360@college.edu.np|9844352626
std0543|Priya Regmi|19|Female|Kathmandu|priya.regmi15@college.edu.np|9890025982
std0544|Raju Koirala|23|Male|Jumla|raju.koirala982@college.edu.np|9878902079
std0545|Kiran Rai|24|Male|Damak|kiran.rai168@college.edu.np|9862537903
std0546|Pooja Poudel|19|Female|Pokhara|pooja.poudel728@college.edu.np|9886717656
std0547|Nisha Dhakal|20|Female|Butwal|nisha.dhakal897@college.edu.np|9858239918
std0548|Tanka Tiwari|19|Male|Mustang|tanka.tiwari336@college.edu.np|9818053068
std0549|Sanju Rijal|24|Female|Jumla|sanju.rijal51@college.edu.np|9898292824
std0550|Jagat Adhikari|24|Male|Nuwakot|jagat.adhikari760@college.edu.np|9834509437
std0551|Prabin Sapkota|21|Male|Sindhupalchok|prabin.sapkota79@college.edu.np|9860371814
std0552|Ramesh Tamang|19|Male|Banke|ramesh.tamang445@college.edu.np|9873237461
std0553|Ganga Bhandari|24|Female|Sindhupalchok|ganga.bhandari504@college.edu.np|9882618504
std0554|Pramila Tiwari|22|Female|Kavre|pramila.tiwari715@college.edu.np|9881489424
std0555|Radha Limbu|20|Female|Dang|radha.limbu962@college.edu.np|9841939056
std0556|Pooja Chaudhary|24|Female|Dang|pooja.chaudhary655@college.edu.np|9832452986
std0557|Rajan Adhikari|17|Male|Banke|rajan.adhikari667@college.edu.np|9854136348
std0558|Nirmal Sapkota|18|Male|Sindhupalchok|nirmal.sapkota910@college.edu.np|9853433262
std0559|Hari Thapa|21|Male|Hetauda|hari.thapa824@college.edu.np|9873266598
std0560|Sagar Thapa|21|Male|Kavre|sagar.thapa799@college.edu.np|9857620438
std0561|Mina Rijal|20|Female|Kavre|mina.rijal761@college.edu.np|9892142348
std0562|Mahesh Shrestha|21|Male|Nepalgunj|mahesh.shrestha539@college.edu.np|9829379672
std0563|Padam Koirala|25|Male|Banke|padam.koirala905@college.edu.np|9859892174
std0564|Rabin Yadav|18|Male|Kathmandu|rabin.yadav344@college.edu.np|9870054694
std0565|Garima Basnet|21|Female|Birgunj|garima.basnet177@college.edu.np|9837021916
std0566|Prabhat Rijal|17|Male|Butwal|prabhat.rijal304@college.edu.np|9862087794
std0567|Bimal Joshi|22|Male|Nuwakot|bimal.joshi678@college.edu.np|9879009545
std0568|Kedar Bhattarai|24|Male|Bhaktapur|kedar.bhattarai464@college.edu.np|9898961660
std0569|Radha Luitel|17|Female|Dang|radha.luitel939@college.edu.np|9880772303
std0570|Nirmala Gurung|19|Female|Kathmandu|nirmala.gurung479@college.edu.np|9892186347
std0571|Bishal Basnet|19|Male|Gorkha|bishal.basnet88@college.edu.np|9830274056
std0572|Kabita Limbu|21|Female|Sindhupalchok|kabita.limbu20@college.edu.np|9850552969
std0573|Garima Thapa|18|Female|Banke|garima.thapa62@college.edu.np|9893910719
std0574|Bishal Khadka|17|Male|Dharan|bishal.khadka413@college.edu.np|9882221322
std0575|Kopila Ghimire|17|Female|Pokhara|kopila.ghimire738@college.edu.np|9822069979
std0576|Farmila Tiwari|17|Female|Nepalgunj|farmila.tiwari850@college.edu.np|9829472150
std0577|Manish Dhakal|17|Male|Damak|manish.dhakal572@college.edu.np|9826305208
std0578|Kabita Regmi|20|Female|Hetauda|kabita.regmi782@college.edu.np|9898092109
std0579|Bibek Acharya|18|Male|Dharan|bibek.acharya881@college.edu.np|9827935973
std0580|Niraj Aryal|17|Male|Taplejung|niraj.aryal434@college.edu.np|9896791280
std0581|Govind Joshi|17|Male|Nepalgunj|govind.joshi704@college.edu.np|9823368670
std0582|Mohan Yadav|17|Male|Birgunj|mohan.yadav960@college.edu.np|9820749161
std0583|Lila Bhattarai|21|Female|Janakpur|lila.bhattarai644@college.edu.np|9819990675
std0584|Namrata Khadka|21|Female|Mustang|namrata.khadka239@college.edu.np|9854014448
std0585|Rekha Gautam|18|Female|Lalitpur|rekha.gautam760@college.edu.np|9898362567
std0586|Subash Dhakal|22|Male|Mustang|subash.dhakal250@college.edu.np|9810656120
std0587|Govind Upreti|20|Male|Birgunj|govind.upreti295@college.edu.np|9862984735
std0588|Pawan Neupane|22|Male|Sindhupalchok|pawan.neupane668@college.edu.np|9826799185
std0589|Roshan Acharya|20|Male|Gorkha|roshan.acharya346@college.edu.np|9811895490
std0590|Binod Adhikari|19|Male|Pokhara|binod.adhikari789@college.edu.np|9850352800
std0591|Mahesh Pandey|21|Male|Mustang|mahesh.pandey461@college.edu.np|9847563919
std0592|Rabindra Wagle|17|Male|Pokhara|rabindra.wagle62@college.edu.np|9813860667
std0593|Santosh Ghimire|18|Male|Nepalgunj|santosh.ghimire242@college.edu.np|9820404866
std0594|Babita Shrestha|25|Female|Taplejung|babita.shrestha828@college.edu.np|9899736447
std0595|Manish Sapkota|20|Male|Solukhumbu|manish.sapkota294@college.edu.np|9859666317
std0596|Anil Hamal|25|Male|Kathmandu|anil.hamal530@college.edu.np|9873706214
std0597|Rekha Oli|22|Female|Dharan|rekha.oli272@college.edu.np|9894781401
std0598|Mamata Oli|20|Female|Chitwan|mamata.oli572@college.edu.np|9887645776
std0599|Sabina Gautam|24|Female|Janakpur|sabina.gautam481@college.edu.np|9894524199
std0600|Kriti Dhakal|25|Female|Mustang|kriti.dhakal814@college.edu.np|9890884744
std0601|Elina Tamang|17|Female|Biratnagar|elina.tamang367@college.edu.np|9814157034
std0602|Padma Ghimire|20|Female|Nuwakot|padma.ghimire75@college.edu.np|9888509112
std0603|Sabita Magar|17|Female|Gorkha|sabita.magar208@college.edu.np|9870411327
std0604|Omila Bhattarai|17|Female|Chitwan|omila.bhattarai806@college.edu.np|9832306909
std0605|Yogesh Tiwari|25|Male|Nepalgunj|yogesh.tiwari735@college.edu.np|9876799525
std0606|Dinesh Regmi|22|Male|Butwal|dinesh.regmi603@college.edu.np|9854470529
std0607|Farmila Magar|20|Female|Gorkha|farmila.magar794@college.edu.np|9838639182
std0608|Hari Poudel|17|Male|Janakpur|hari.poudel384@college.edu.np|9874468408
std0609|Bibek Limbu|19|Male|Lalitpur|bibek.limbu593@college.edu.np|9829937645
std0610|Parbati Khadka|22|Female|Itahari|parbati.khadka387@college.edu.np|9853631574
std0611|Padma Basnet|20|Female|Itahari|padma.basnet673@college.edu.np|9820795712
std0612|Pramila Sapkota|18|Female|Gorkha|pramila.sapkota574@college.edu.np|9828583174
std0613|Rajesh Tiwari|19|Male|Taplejung|rajesh.tiwari70@college.edu.np|9856150888
std0614|Tek Sapkota|17|Male|Gorkha|tek.sapkota748@college.edu.np|9829387148
std0615|Kamala Neupane|20|Female|Hetauda|kamala.neupane85@college.edu.np|9836716167
std0616|Narayan Vaidya|20|Male|Lalitpur|narayan.vaidya334@college.edu.np|9810806942
std0617|Nirmala Khadka|17|Female|Nuwakot|nirmala.khadka340@college.edu.np|9839274780
std0618|Subash Khadka|24|Male|Gorkha|subash.khadka849@college.edu.np|9869268983
